"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,1.84,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,1.84,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,1.99,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,2.05,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,2.06,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,2.05,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,2.11,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,2.17,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,2.13,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,2.15,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,2.18,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,1237.88,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,1288.44,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,1324.76,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,1368.85,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,1449.39,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,1637.89,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,1744.23,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,1812.97,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,1946.74,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,2051.09,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,2052.3,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,2225.59,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,2284.24,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,2294.03,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,2290.03,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2351.86,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,2420.77,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,2377.56,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,2397.71,,
"BRA","Brazil","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2020","2020","USD","US Dollar","0","Units",,,2432.5,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2608.45,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2714.99,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,2791.53,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,2884.44,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,3054.16,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,3451.35,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,3675.44,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,3820.29,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,4102.17,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,4322.06,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,4324.61,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,4689.76,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,4813.35,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,4833.97,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,4825.55,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,4955.84,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,5101.04,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,5009.98,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,5052.44,,
"BRA","Brazil","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2020","2020","USD","US Dollar","0","Units",,,5125.75,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,0.09,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,0.13,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,0.14,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,0.16,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,0.17,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,0.24,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,0.46,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,0.4,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,0.68,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,0.64,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,0.61,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,0.6,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,0.63,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,0.63,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,0.58,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,0.57,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,0.67,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,0.91,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,0.93,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,0.96,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,0.26,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,0.36,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,0.38,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,0.43,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,0.47,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,0.63,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,1.22,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,1.07,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,1.81,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,1.69,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,1.62,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,1.58,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,1.67,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,1.65,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,1.53,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,1.49,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,1.77,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,2.39,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,2.44,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,2.53,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,208.06,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,287.51,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,308.28,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,342.17,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,374.5,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,507.61,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,973.67,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,853.27,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,1438.79,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1346.56,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1288.76,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1258.47,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1330.72,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1316.91,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1223.99,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1189.48,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1414.61,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1906.17,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,1940.74,,
"RUS","Russian Federation","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2020","2020","USD","US Dollar","0","Units",,,2018.72,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,546,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,754.48,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,808.99,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,897.91,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,982.76,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,1332.06,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,2555.08,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,2239.12,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,3775.64,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3533.61,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3381.93,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3302.45,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,3492.03,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,3455.81,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,3211.97,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,3121.4,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,3712.19,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,5002.13,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,5092.85,,
"RUS","Russian Federation","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2020","2020","USD","US Dollar","0","Units",,,5297.47,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,1.32,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,1.32,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,1.36,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,1.49,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,1.59,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,1.71,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,1.82,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,2.03,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,1.94,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,1.92,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,1.84,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,1.83,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,1.88,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,1.98,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,2.47,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,2.8,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,2.81,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,2.89,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,3.91,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,3.87,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,2.3,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,2.29,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,2.36,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,2.59,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,2.75,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,2.96,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,3.16,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,3.52,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,3.37,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,3.33,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,3.19,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,3.18,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,3.25,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,3.43,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,4.28,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,4.85,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,4.88,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,5.02,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,6.78,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,6.7,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2711.37,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2703.76,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,2777.18,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,3038.6,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,3215.08,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,3394.36,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,3628.9,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,4026.42,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,3854.77,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3804.58,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3653.67,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3636.45,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,4384.27,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,4418.97,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,4767.88,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,5518.91,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,5539.48,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,5677.85,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,7698.3,,
"LTU","Lithuania","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2020","2020","USD","US Dollar","0","Units",,,8319.76,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,4697.47,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,4684.28,,
"LTU","Lithuania","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,4811.49,,
